iteration,seconds
1,94.74985098838806
2,80.65239000320435
3,100.29837799072266
4,80.39616513252258
5,82.97559785842896
6,82.2340018749237
7,85.94334483146667
8,94.7004702091217
9,90.18215107917786
10,87.50958800315857
