iteration,seconds
1,24.736492156982422
2,24.509352922439575
3,26.69918704032898
4,26.548513174057007
5,23.32750105857849
6,23.453438997268677
7,23.415679931640625
8,22.213937997817993
9,22.231441974639893
10,23.821362018585205
