iteration,seconds
1,12.392000913619995
2,12.070031881332397
3,15.322659015655518
4,12.705472946166992
5,11.136743783950806
6,11.346667051315308
7,9.842906951904297
8,11.096616983413696
9,10.714931011199951
10,13.725562810897827
