iteration,seconds
1,19.996368169784546
2,19.630440950393677
3,22.444896936416626
4,20.250890016555786
5,19.119675874710083
6,24.05907702445984
7,19.334991931915283
8,18.634207010269165
9,18.389768838882446
10,18.77322006225586
