iteration,seconds
1,130.84933614730835
2,123.71711993217468
3,157.1319088935852
4,150.99000096321106
5,137.57751202583313
6,83.16124415397644
7,104.13874101638794
8,121.53116202354431
9,114.23754096031189
10,124.86045908927917
