iteration,seconds
1,6.854028940200806
2,6.513473987579346
3,5.8429951667785645
4,6.740869998931885
5,6.704588890075684
6,6.34182596206665
7,2.3963570594787598
8,6.528630971908569
9,3.3501968383789062
10,6.363945960998535
11,6.711265802383423
12,6.658513069152832
13,5.723632097244263
14,6.090508222579956
15,4.230370044708252
16,5.775532960891724
17,5.947572946548462
18,4.567649841308594
19,5.623764991760254
20,2.118833065032959
21,5.903473138809204
22,8.388360023498535
23,10.71397590637207
24,10.017744064331055
25,7.440046072006226
26,5.951901912689209
27,6.209073781967163
28,5.4869468212127686
29,6.305803060531616
30,6.2032389640808105
31,6.443770170211792
32,6.3196611404418945
33,2.9037439823150635
34,6.326615810394287
35,6.264056921005249
36,6.737365961074829
37,7.250421047210693
38,7.845400094985962
39,7.934191942214966
40,8.144046068191528
41,7.578289985656738
42,8.596585988998413
43,4.765326976776123
44,8.171415090560913
45,6.525223016738892
46,6.140148878097534
47,6.32121205329895
48,6.069334030151367
49,6.243635177612305
50,6.592484951019287
51,11.202538013458252
52,10.037808179855347
53,7.0973029136657715
54,7.2375829219818115
55,7.346825838088989
56,5.064254999160767
57,10.733370065689087
58,8.15837812423706
59,6.8262059688568115
60,5.024604082107544
61,7.564146995544434
62,6.650430917739868
63,6.683833837509155
64,6.6998090744018555
65,6.442663908004761
66,6.342254877090454
67,6.7532219886779785
68,6.600618839263916
69,6.691432952880859
70,6.829988956451416
71,6.38683295249939
72,6.896390914916992
73,4.734515905380249
74,7.353890895843506
75,2.9388818740844727
76,6.0644309520721436
77,6.494446039199829
78,6.665220022201538
79,6.468016147613525
80,7.081434965133667
81,7.146177768707275
82,3.0387990474700928
83,6.877245903015137
84,7.011364936828613
85,6.8588690757751465
86,6.78107213973999
87,5.990412950515747
88,6.489830017089844
89,6.283646106719971
90,6.434420108795166
91,6.29114294052124
92,7.020473003387451
93,6.628791093826294
94,6.791467905044556
95,6.960472106933594
96,6.752103090286255
97,6.697448015213013
98,6.416378974914551
99,6.322023153305054
100,6.737897872924805
