iteration,seconds
1,7.884324073791504
2,10.471215963363647
3,3.966259002685547
4,1.7426118850708008
5,7.916496992111206
6,9.354182004928589
7,11.809980869293213
8,12.818449974060059
9,12.690087080001831
10,10.889095067977905
11,11.03998613357544
12,7.747619152069092
13,10.877989053726196
14,11.703754901885986
15,11.093020915985107
16,11.648086071014404
17,10.858590841293335
18,10.607919931411743
19,11.038094997406006
20,10.547446012496948
21,10.572134971618652
22,10.043476104736328
23,9.914802074432373
24,10.0467529296875
25,7.211234092712402
26,3.4521570205688477
27,10.071292161941528
28,9.966178894042969
29,10.596857070922852
30,10.828135013580322
31,11.54329800605774
32,10.02295184135437
33,5.959192991256714
34,10.053012132644653
35,10.392157077789307
36,7.444090127944946
37,10.788290023803711
38,4.04802393913269
39,10.719429969787598
40,10.325407981872559
41,9.283493995666504
42,9.170416116714478
43,10.67531681060791
44,10.271154880523682
45,4.682674884796143
46,10.34269118309021
47,4.819296836853027
48,10.399806022644043
49,11.705827951431274
50,12.963490009307861
51,10.988795042037964
52,12.28349494934082
53,11.27397084236145
54,9.565371036529541
55,11.13028597831726
56,8.941796064376831
57,10.037047147750854
58,4.848400115966797
59,7.106458902359009
60,10.226012945175171
61,10.428847074508667
62,10.327789068222046
63,7.726612091064453
64,10.851890087127686
65,4.206467151641846
66,8.431015014648438
67,12.549432039260864
68,5.853389024734497
69,10.79684591293335
70,10.834650039672852
71,8.883625030517578
72,10.692275047302246
73,11.111245155334473
74,10.503943920135498
75,10.125377178192139
76,11.185172080993652
77,11.36412000656128
78,10.618829011917114
79,6.308177947998047
80,10.589230060577393
81,3.526015043258667
82,4.224448919296265
83,9.823478937149048
84,10.337897062301636
85,10.052975177764893
86,9.224013090133667
87,10.55023717880249
88,6.942456007003784
89,10.028589963912964
90,8.815739154815674
91,12.207279920578003
92,10.629502058029175
93,10.013895988464355
94,6.153865098953247
95,9.501905918121338
96,10.158202171325684
97,9.658565044403076
98,10.567660808563232
99,10.441954851150513
100,10.829807043075562
