iteration,seconds
1,18.993412017822266
2,19.576791048049927
3,21.930029153823853
4,21.57788896560669
5,22.301687002182007
6,22.683499813079834
7,23.235311031341553
8,19.407508850097656
9,25.131356954574585
10,25.6939799785614
