iteration,seconds
1,46.505088090896606
2,41.285279989242554
3,38.367122173309326
4,39.91768288612366
5,37.236839056015015
6,41.42166304588318
7,41.387367963790894
8,38.09679698944092
9,38.326886892318726
10,40.32800793647766
