iteration,seconds
1,20.608677864074707
2,21.52401304244995
3,21.702155828475952
4,12.900892972946167
5,9.717828035354614
6,9.015805006027222
7,5.658339977264404
8,9.947195053100586
9,5.543288946151733
10,23.498640060424805
11,19.42487382888794
12,18.997733116149902
13,11.052757978439331
14,8.680624961853027
15,7.683984041213989
16,8.21470594406128
17,24.29976987838745
18,16.06247115135193
19,18.16720700263977
20,13.364541053771973
21,5.7634358406066895
22,8.201528072357178
23,14.004184007644653
24,14.68078088760376
25,7.556366920471191
26,0.3485071659088135
27,19.570451021194458
28,6.759746074676514
29,11.116487979888916
30,20.854112148284912
31,21.24531102180481
32,6.211939811706543
33,10.96130895614624
34,3.7316668033599854
35,1.0661370754241943
36,19.204854011535645
37,8.506322860717773
38,15.177145004272461
39,9.399935007095337
40,9.723106861114502
41,11.46375298500061
42,13.22552490234375
43,21.93523907661438
44,7.23666787147522
45,14.556298017501831
46,24.072711944580078
47,3.7175140380859375
48,14.398448944091797
49,15.535685062408447
50,19.103699922561646
51,13.224617004394531
52,15.31870698928833
53,19.674877166748047
54,19.810616970062256
55,11.57137393951416
56,25.814722061157227
57,11.336087942123413
58,14.164490938186646
59,18.545086145401
60,10.429702043533325
61,15.85469913482666
62,4.890667915344238
63,12.483337879180908
64,17.321532011032104
65,17.976951122283936
66,20.963407039642334
67,16.25845694541931
68,15.696603059768677
69,21.81182599067688
70,6.820775985717773
71,1.8362231254577637
72,7.269243955612183
73,9.505498886108398
74,5.413059949874878
75,2.034298896789551
76,2.3943450450897217
77,11.48224687576294
78,15.399982929229736
79,12.60377311706543
80,4.486984968185425
81,11.884182929992676
82,12.329808950424194
83,10.003180027008057
84,8.18314504623413
85,7.6790149211883545
86,25.027386903762817
87,10.922425031661987
88,8.260854959487915
89,16.509824991226196
90,2.7070231437683105
91,4.456715822219849
92,19.980129957199097
93,25.741331100463867
94,8.317383050918579
95,21.493783950805664
96,9.297369956970215
97,16.605069875717163
98,20.000272035598755
99,5.799052000045776
100,1.5899109840393066
